ImageNr,site,well,plate,plate_acquisition_id,batch_id,compound_id,pert_type,moa,selected_mechanism,valid,train,test
41361,2,J06,P015093,1344,BJ1896572,CBK278157,trt,protein arginine N-methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
41207,8,I07,P015093,1344,BJ1897540,CBK309059,trt,JAK inhibitor,JAK inhibitor,False,False,False
41202,3,I07,P015093,1344,BJ1897540,CBK309059,trt,JAK inhibitor,JAK inhibitor,False,False,False
40675,4,F04,P015093,1344,BJ1897553,CBK309070,trt,JAK inhibitor,JAK inhibitor,False,False,True
40673,2,F04,P015093,1344,BJ1897553,CBK309070,trt,JAK inhibitor,JAK inhibitor,False,False,False
42179,4,O03,P015093,1344,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
40110,7,B17,P015093,1344,BJ1898684,CBK278068,trt,mTOR inhibitor,mTOR inhibitor,False,False,False
40104,1,B17,P015093,1344,BJ1898684,CBK278068,trt,mTOR inhibitor,mTOR inhibitor,False,False,False
40943,8,G16,P015093,1344,BJ1897540,CBK309059,trt,JAK inhibitor,JAK inhibitor,False,False,False
41285,6,I17,P015093,1344,BJ1898701,CBK290608,trt,JAK inhibitor,JAK inhibitor,False,False,False
40940,5,G16,P015093,1344,BJ1897540,CBK309059,trt,JAK inhibitor,JAK inhibitor,False,False,False
40568,1,E12,P015093,1344,BJ1897553,CBK309070,trt,JAK inhibitor,JAK inhibitor,False,False,False
40571,4,E12,P015093,1344,BJ1897553,CBK309070,trt,JAK inhibitor,JAK inhibitor,False,False,False
40573,6,E12,P015093,1344,BJ1897553,CBK309070,trt,JAK inhibitor,JAK inhibitor,False,False,False
40572,5,E12,P015093,1344,BJ1897553,CBK309070,trt,JAK inhibitor,JAK inhibitor,False,False,False
41591,8,K13,P015093,1344,BJ1896572,CBK278157,trt,protein arginine N-methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
41590,7,K13,P015093,1344,BJ1896572,CBK278157,trt,protein arginine N-methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
3884,5,K04,P015077,1333,BJ1898377,CBK290924,trt,bacterial cell wall synthesis inhibitor,heat shock response signalling agonist,False,False,False
3887,8,K04,P015077,1333,BJ1898377,CBK290924,trt,bacterial cell wall synthesis inhibitor,heat shock response signalling agonist,False,False,False
2583,8,C09,P015077,1333,BJ1898236,CBK290504,trt,sterol demethylase inhibitor,pregnane x receptor agonist,False,False,False
2579,4,C09,P015077,1333,BJ1898236,CBK290504,trt,sterol demethylase inhibitor,pregnane x receptor agonist,False,False,False
2578,3,C09,P015077,1333,BJ1898236,CBK290504,trt,sterol demethylase inhibitor,pregnane x receptor agonist,False,False,False
2944,1,E13,P015077,1333,BJ1898377,CBK290924,trt,bacterial cell wall synthesis inhibitor,heat shock response signalling agonist,False,False,False
4145,2,L16,P015077,1333,BJ1898236,CBK290504,trt,sterol demethylase inhibitor,pregnane x receptor agonist,False,False,False
44195,4,M03,P015094,1329,BJ1894105,CBK040915,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
44444,5,N13,P015094,1329,BJ1899155,CBK309645,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44445,6,N13,P015094,1329,BJ1899155,CBK309645,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44440,1,N13,P015094,1329,BJ1899155,CBK309645,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43293,6,G16,P015094,1329,BJ1899155,CBK309645,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43289,2,G16,P015094,1329,BJ1899155,CBK309645,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43291,4,G16,P015094,1329,BJ1899155,CBK309645,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43158,7,F20,P015094,1329,BJ1899155,CBK309645,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
43157,6,F20,P015094,1329,BJ1899155,CBK309645,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
700,5,F05,P015076,1320,BJ1898236,CBK290504,trt,sterol demethylase inhibitor,pregnane x receptor agonist,False,False,False
702,7,F05,P015076,1320,BJ1898236,CBK290504,trt,sterol demethylase inhibitor,pregnane x receptor agonist,False,False,False
1768,1,L13,P015076,1320,BJ1898377,CBK290924,trt,bacterial cell wall synthesis inhibitor,heat shock response signalling agonist,False,False,False
1966,7,M16,P015076,1320,BJ1898236,CBK290504,trt,sterol demethylase inhibitor,pregnane x receptor agonist,False,False,False
1963,4,M16,P015076,1320,BJ1898236,CBK290504,trt,sterol demethylase inhibitor,pregnane x receptor agonist,False,False,False
1961,2,M16,P015076,1320,BJ1898236,CBK290504,trt,sterol demethylase inhibitor,pregnane x receptor agonist,False,False,False
295,8,C17,P015076,1320,BJ1898236,CBK290504,trt,sterol demethylase inhibitor,pregnane x receptor agonist,False,False,False
2164,5,N20,P015076,1320,BJ1898377,CBK290924,trt,bacterial cell wall synthesis inhibitor,heat shock response signalling agonist,False,False,False
2161,2,N20,P015076,1320,BJ1898377,CBK290924,trt,bacterial cell wall synthesis inhibitor,heat shock response signalling agonist,False,False,False
5388,5,F03,P015078,1321,BJ1898529,CBK290635,trt,-,heat shock response signalling agonist,False,False,False
5391,8,F03,P015078,1321,BJ1898529,CBK290635,trt,-,heat shock response signalling agonist,False,False,False
4896,1,C05,P015078,1321,BJ1897949,CBK309357,trt,anti-inflammatory agent,pregnane x receptor agonist,False,False,False
5272,1,E10,P015078,1321,BJ1898825,CBK309460,trt,-,heat shock response signalling agonist,False,False,False
5276,5,E10,P015078,1321,BJ1898825,CBK309460,trt,-,heat shock response signalling agonist,False,False,False
5274,3,E10,P015078,1321,BJ1898825,CBK309460,trt,-,heat shock response signalling agonist,False,False,False
5134,7,D13,P015078,1321,BJ1898529,CBK290635,trt,-,heat shock response signalling agonist,False,False,False
5128,1,D13,P015078,1321,BJ1898529,CBK290635,trt,-,heat shock response signalling agonist,False,False,False
5130,3,D13,P015078,1321,BJ1898529,CBK290635,trt,-,heat shock response signalling agonist,False,False,False
6868,5,N20,P015078,1321,BJ1897949,CBK309357,trt,anti-inflammatory agent,pregnane x receptor agonist,False,False,False
6214,7,J22,P015078,1321,BJ1898529,CBK290635,trt,-,heat shock response signalling agonist,False,False,False
7046,7,O21,P015078,1321,BJ1898825,CBK309460,trt,-,heat shock response signalling agonist,False,False,False
6210,3,J22,P015078,1321,BJ1898529,CBK290635,trt,-,heat shock response signalling agonist,False,False,False
6542,7,L21,P015078,1321,BJ1897949,CBK309357,trt,anti-inflammatory agent,pregnane x receptor agonist,False,False,False
6537,2,L21,P015078,1321,BJ1897949,CBK309357,trt,anti-inflammatory agent,pregnane x receptor agonist,False,False,False
7040,1,O21,P015078,1321,BJ1898825,CBK309460,trt,-,heat shock response signalling agonist,False,False,False
7042,3,O21,P015078,1321,BJ1898825,CBK309460,trt,-,heat shock response signalling agonist,False,False,False
7047,8,O21,P015078,1321,BJ1898825,CBK309460,trt,-,heat shock response signalling agonist,False,False,False
6213,6,J22,P015078,1321,BJ1898529,CBK290635,trt,-,heat shock response signalling agonist,False,False,False
8752,1,L04,P015079,1334,BJ1896869,CBK308549,trt,bacterial permeability inducer,heat shock response signalling agonist,False,False,False
8757,6,L04,P015079,1334,BJ1896869,CBK308549,trt,bacterial permeability inducer,heat shock response signalling agonist,False,False,False
8754,3,L04,P015079,1334,BJ1896869,CBK308549,trt,bacterial permeability inducer,heat shock response signalling agonist,False,False,False
7112,1,B09,P015079,1334,BJ1898529,CBK290635,trt,-,heat shock response signalling agonist,False,False,False
8146,3,H12,P015079,1334,BJ1897949,CBK309357,trt,anti-inflammatory agent,pregnane x receptor agonist,False,False,False
8147,4,H12,P015079,1334,BJ1897949,CBK309357,trt,anti-inflammatory agent,pregnane x receptor agonist,False,False,False
7996,5,G14,P015079,1334,BJ1896869,CBK308549,trt,bacterial permeability inducer,heat shock response signalling agonist,False,False,False
7170,3,B16,P015079,1334,BJ1897949,CBK309357,trt,anti-inflammatory agent,pregnane x receptor agonist,False,False,False
7863,8,F18,P015079,1334,BJ1896869,CBK308549,trt,bacterial permeability inducer,heat shock response signalling agonist,False,False,False
7857,2,F18,P015079,1334,BJ1896869,CBK308549,trt,bacterial permeability inducer,heat shock response signalling agonist,False,False,False
9200,1,N18,P015079,1334,BJ1898825,CBK309460,trt,-,heat shock response signalling agonist,False,False,False
8892,5,L21,P015079,1334,BJ1897949,CBK309357,trt,anti-inflammatory agent,pregnane x receptor agonist,False,False,False
9225,2,N21,P015079,1334,BJ1898529,CBK290635,trt,-,heat shock response signalling agonist,False,False,False
38654,7,H03,P015092,1328,BJ1896572,CBK278157,trt,protein arginine N-methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
39327,8,L03,P015092,1328,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
38653,6,H03,P015092,1328,BJ1896572,CBK278157,trt,protein arginine N-methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
39320,1,L03,P015092,1328,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
38171,4,E06,P015092,1328,BJ1896572,CBK278157,trt,protein arginine N-methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
38844,5,I06,P015092,1328,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
38845,6,I06,P015092,1328,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
38169,2,E06,P015092,1328,BJ1896572,CBK278157,trt,protein arginine N-methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
39523,4,M07,P015092,1328,BJ1899063,CBK309572,trt,DNA methyltransferase inhibitor|RNA synthesis inhibitor,methyltransferase inhibitor,False,False,False
38031,8,D09,P015092,1328,BJ1898684,CBK278068,trt,mTOR inhibitor,mTOR inhibitor,False,False,False
39711,8,N09,P015092,1328,BJ1899063,CBK309572,trt,DNA methyltransferase inhibitor|RNA synthesis inhibitor,methyltransferase inhibitor,False,False,False
38029,6,D09,P015092,1328,BJ1898684,CBK278068,trt,mTOR inhibitor,mTOR inhibitor,False,False,False
39709,6,N09,P015092,1328,BJ1899063,CBK309572,trt,DNA methyltransferase inhibitor|RNA synthesis inhibitor,methyltransferase inhibitor,False,False,False
38199,8,E09,P015092,1328,BJ1897553,CBK309070,trt,JAK inhibitor,JAK inhibitor,False,False,False
38041,2,D11,P015092,1328,BJ1896572,CBK278157,trt,protein arginine N-methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
38044,5,D11,P015092,1328,BJ1896572,CBK278157,trt,protein arginine N-methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
38719,8,H11,P015092,1328,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
38718,7,H11,P015092,1328,BJ1897335,CBK308899,trt,catechol O methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
38239,8,E14,P015092,1328,BJ1898684,CBK278068,trt,mTOR inhibitor,mTOR inhibitor,False,False,False
38234,3,E14,P015092,1328,BJ1898684,CBK278068,trt,mTOR inhibitor,mTOR inhibitor,False,False,False
38238,7,E14,P015092,1328,BJ1898684,CBK278068,trt,mTOR inhibitor,mTOR inhibitor,False,False,False
39749,6,N14,P015092,1328,BJ1897553,CBK309070,trt,JAK inhibitor,JAK inhibitor,False,False,False
39428,5,L16,P015092,1328,BJ1899063,CBK309572,trt,DNA methyltransferase inhibitor|RNA synthesis inhibitor,methyltransferase inhibitor,False,False,False
39430,7,L16,P015092,1328,BJ1899063,CBK309572,trt,DNA methyltransferase inhibitor|RNA synthesis inhibitor,methyltransferase inhibitor,False,False,False
39928,1,O16,P015092,1328,BJ1897540,CBK309059,trt,JAK inhibitor,JAK inhibitor,False,False,False
39425,2,L16,P015092,1328,BJ1899063,CBK309572,trt,DNA methyltransferase inhibitor|RNA synthesis inhibitor,methyltransferase inhibitor,False,False,False
38766,7,H17,P015092,1328,BJ1898701,CBK290608,trt,JAK inhibitor,JAK inhibitor,False,False,False
39781,6,N18,P015092,1328,BJ1898684,CBK278068,trt,mTOR inhibitor,mTOR inhibitor,False,False,False
38294,7,E21,P015092,1328,BJ1898701,CBK290608,trt,JAK inhibitor,JAK inhibitor,False,False,False
53689,2,M14,P015098,1332,BJ1895040,CBK307798,trt,topoisomerase inhibitor,topoisomerase inhibitor,False,False,False
53690,3,M14,P015098,1332,BJ1895040,CBK307798,trt,topoisomerase inhibitor,topoisomerase inhibitor,False,False,False
54061,6,O18,P015098,1332,BJ1896204,CBK289972,trt,chelating agent|topoisomerase inhibitor,topoisomerase inhibitor,False,False,False
54060,5,O18,P015098,1332,BJ1896204,CBK289972,trt,chelating agent|topoisomerase inhibitor,topoisomerase inhibitor,False,False,False
52706,3,G17,P015098,1332,BJ1895040,CBK307798,trt,topoisomerase inhibitor,topoisomerase inhibitor,False,False,False
53061,6,I19,P015098,1332,BJ1896204,CBK289972,trt,chelating agent|topoisomerase inhibitor,topoisomerase inhibitor,False,False,False
53063,8,I19,P015098,1332,BJ1896204,CBK289972,trt,chelating agent|topoisomerase inhibitor,topoisomerase inhibitor,False,False,False
53059,4,I19,P015098,1332,BJ1896204,CBK289972,trt,chelating agent|topoisomerase inhibitor,topoisomerase inhibitor,False,False,False
53056,1,I19,P015098,1332,BJ1896204,CBK289972,trt,chelating agent|topoisomerase inhibitor,topoisomerase inhibitor,False,False,False
54080,1,O21,P015098,1332,BJ1898553,CBK290683,trt,topoisomerase inhibitor,topoisomerase inhibitor,False,False,False
54086,7,O21,P015098,1332,BJ1898553,CBK290683,trt,topoisomerase inhibitor,topoisomerase inhibitor,False,False,False
54083,4,O21,P015098,1332,BJ1898553,CBK290683,trt,topoisomerase inhibitor,topoisomerase inhibitor,False,False,False
54081,2,O21,P015098,1332,BJ1898553,CBK290683,trt,topoisomerase inhibitor,topoisomerase inhibitor,False,False,False
13294,7,K04,P015081,1335,BJ1895251,CBK041775,trt,,DILI,False,False,False
13826,3,N08,P015081,1335,BJ1897859,CBK309288,trt,cyclooxygenase inhibitor,DILI,False,False,False
13211,4,J15,P015081,1335,BJ1897859,CBK309288,trt,cyclooxygenase inhibitor,DILI,False,False,False
13213,6,J15,P015081,1335,BJ1897859,CBK309288,trt,cyclooxygenase inhibitor,DILI,False,False,False
11872,1,B16,P015081,1335,BJ1895251,CBK041775,trt,,DILI,False,False,False
11873,2,B16,P015081,1335,BJ1895251,CBK041775,trt,,DILI,False,False,False
12069,6,C19,P015081,1335,BJ1898739,CBK290941,trt,cyclooxygenase inhibitor,DILI,False,False,False
12066,3,C19,P015081,1335,BJ1898739,CBK290941,trt,cyclooxygenase inhibitor,DILI,False,False,False
12071,8,C19,P015081,1335,BJ1898739,CBK290941,trt,cyclooxygenase inhibitor,DILI,False,False,False
13257,2,J21,P015081,1335,BJ1895251,CBK041775,trt,,DILI,False,False,False
54058,3,O18,P015098,1332,BJ1896204,CBK289972,trt,chelating agent|topoisomerase inhibitor,topoisomerase inhibitor,False,False,False
51132,5,L09,P015097,1346,BJ1895805,CBK290141,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
50472,1,H11,P015097,1346,BJ1895805,CBK290141,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
49990,7,E13,P015097,1346,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
49987,4,E13,P015097,1346,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
49986,3,E13,P015097,1346,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
49538,3,B20,P015097,1346,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
50368,1,G19,P015097,1346,BJ1895805,CBK290141,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
49539,4,B20,P015097,1346,BJ1897123,CBK308728,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
15364,5,I11,P015082,1323,BJ1897386,CBK201028,trt,cyclooxygenase inhibitor,DILI,False,False,False
14683,4,E10,P015082,1323,BJ1897857,CBK011570,trt,bacterial cell wall synthesis inhibitor,DILI,False,False,False
14684,5,E10,P015082,1323,BJ1897857,CBK011570,trt,bacterial cell wall synthesis inhibitor,DILI,False,False,False
15362,3,I11,P015082,1323,BJ1897386,CBK201028,trt,cyclooxygenase inhibitor,DILI,False,False,False
14685,6,E10,P015082,1323,BJ1897857,CBK011570,trt,bacterial cell wall synthesis inhibitor,DILI,False,False,False
14687,8,E10,P015082,1323,BJ1897857,CBK011570,trt,bacterial cell wall synthesis inhibitor,DILI,False,False,False
14682,3,E10,P015082,1323,BJ1897857,CBK011570,trt,bacterial cell wall synthesis inhibitor,DILI,False,False,False
15365,6,I11,P015082,1323,BJ1897386,CBK201028,trt,cyclooxygenase inhibitor,DILI,False,False,False
15361,2,I11,P015082,1323,BJ1897386,CBK201028,trt,cyclooxygenase inhibitor,DILI,False,False,False
14686,7,E10,P015082,1323,BJ1897857,CBK011570,trt,bacterial cell wall synthesis inhibitor,DILI,False,False,False
14680,1,E10,P015082,1323,BJ1897857,CBK011570,trt,bacterial cell wall synthesis inhibitor,DILI,False,False,False
14681,2,E10,P015082,1323,BJ1897857,CBK011570,trt,bacterial cell wall synthesis inhibitor,DILI,False,False,False
15367,8,I11,P015082,1323,BJ1897386,CBK201028,trt,cyclooxygenase inhibitor,DILI,False,False,False
15360,1,I11,P015082,1323,BJ1897386,CBK201028,trt,cyclooxygenase inhibitor,DILI,False,False,False
15366,7,I11,P015082,1323,BJ1897386,CBK201028,trt,cyclooxygenase inhibitor,DILI,False,False,False
15363,4,I11,P015082,1323,BJ1897386,CBK201028,trt,cyclooxygenase inhibitor,DILI,False,False,False
16413,6,O16,P015082,1323,BJ1897857,CBK011570,trt,bacterial cell wall synthesis inhibitor,DILI,False,False,False
16241,2,N16,P015082,1323,BJ1897386,CBK201028,trt,cyclooxygenase inhibitor,DILI,False,False,False
14993,2,G07,P015082,1323,BJ1897386,CBK201028,trt,cyclooxygenase inhibitor,DILI,False,False,False
14278,7,B22,P015082,1323,BJ1897857,CBK011570,trt,bacterial cell wall synthesis inhibitor,DILI,False,False,False
10812,5,J09,P015080,1322,BJ1894482,CBK041265,trt,sodium channel blocker,DILI,False,False,False
10809,2,J09,P015080,1322,BJ1894482,CBK041265,trt,sodium channel blocker,DILI,False,False,False
11372,5,M16,P015080,1322,BJ1894482,CBK041265,trt,sodium channel blocker,DILI,False,False,False
9574,7,B22,P015080,1322,BJ1894482,CBK041265,trt,sodium channel blocker,DILI,False,False,False
16243,4,N16,P015082,1323,BJ1897386,CBK201028,trt,cyclooxygenase inhibitor,DILI,False,False,False
16245,6,N16,P015082,1323,BJ1897386,CBK201028,trt,cyclooxygenase inhibitor,DILI,False,False,False
16247,8,N16,P015082,1323,BJ1897386,CBK201028,trt,cyclooxygenase inhibitor,DILI,False,False,False
54702,7,E14,P015099,1347,BJ1896960,CBK308613,trt,topoisomerase inhibitor,topoisomerase inhibitor,False,False,False
54246,7,B20,P015099,1347,BJ1896960,CBK308613,trt,topoisomerase inhibitor,topoisomerase inhibitor,False,False,False
46368,1,L02,P015095,1345,BJ1897549,CBK309066,trt,DNA protein kinase inhibitor|mTOR inhibitor,mTOR inhibitor,False,False,False
45127,8,D14,P015095,1345,BJ1897401,CBK308949,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
45824,1,H18,P015095,1345,BJ1897549,CBK309066,trt,DNA protein kinase inhibitor|mTOR inhibitor,mTOR inhibitor,False,False,False
45830,7,H18,P015095,1345,BJ1897549,CBK309066,trt,DNA protein kinase inhibitor|mTOR inhibitor,mTOR inhibitor,False,False,False
45826,3,H18,P015095,1345,BJ1897549,CBK309066,trt,DNA protein kinase inhibitor|mTOR inhibitor,mTOR inhibitor,False,False,False
47033,2,O22,P015095,1345,BJ1897549,CBK309066,trt,DNA protein kinase inhibitor|mTOR inhibitor,mTOR inhibitor,False,False,False
33443,4,E03,P015090,1327,BJ1897089,CBK278039,trt,HDAC inhibitor,HDAC inhibitor,False,False,False
33794,3,G05,P015090,1327,BJ1897089,CBK278039,trt,HDAC inhibitor,HDAC inhibitor,False,False,False
33649,2,F08,P015090,1327,BJ1898423,CBK278016,trt,JAK inhibitor,JAK inhibitor,False,False,False
34377,2,J15,P015090,1327,BJ1898423,CBK278016,trt,JAK inhibitor,JAK inhibitor,False,False,False
33928,1,G22,P015090,1327,BJ1898295,CBK290573,trt,HDAC inhibitor,HDAC inhibitor,False,False,False
47792,1,F12,P015096,1330,BJ1897913,CBK309329,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
47797,6,F12,P015096,1330,BJ1897913,CBK309329,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
47666,3,E17,P015096,1330,BJ1898700,CBK290949,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
48856,1,L19,P015096,1330,BJ1897129,CBK308734,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
48860,5,L19,P015096,1330,BJ1897129,CBK308734,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
48861,6,L19,P015096,1330,BJ1897129,CBK308734,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
47865,2,F21,P015096,1330,BJ1897129,CBK308734,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
48373,6,I21,P015096,1330,BJ1898700,CBK290949,trt,phosphodiesterase inhibitor,phosphodiesterase inhibitor,False,False,False
35398,7,B16,P015091,1343,BJ1898295,CBK290573,trt,HDAC inhibitor,HDAC inhibitor,False,False,False
17476,5,H02,P015083,1336,BJ1897857,CBK011570,trt,bacterial cell wall synthesis inhibitor,DILI,False,False,False
17478,7,H02,P015083,1336,BJ1897857,CBK011570,trt,bacterial cell wall synthesis inhibitor,DILI,False,False,False
17176,1,F07,P015083,1336,BJ1897857,CBK011570,trt,bacterial cell wall synthesis inhibitor,DILI,False,False,False
17182,7,F07,P015083,1336,BJ1897857,CBK011570,trt,bacterial cell wall synthesis inhibitor,DILI,False,False,False
17178,3,F07,P015083,1336,BJ1897857,CBK011570,trt,bacterial cell wall synthesis inhibitor,DILI,False,False,False
35475,4,C05,P015091,1343,BJ1897089,CBK278039,trt,HDAC inhibitor,HDAC inhibitor,False,False,False
37383,8,N12,P015091,1343,BJ1897089,CBK278039,trt,HDAC inhibitor,HDAC inhibitor,False,False,False
37381,6,N12,P015091,1343,BJ1897089,CBK278039,trt,HDAC inhibitor,HDAC inhibitor,False,False,False
37378,3,N12,P015091,1343,BJ1897089,CBK278039,trt,HDAC inhibitor,HDAC inhibitor,False,False,False
36885,6,K13,P015091,1343,BJ1898423,CBK278016,trt,JAK inhibitor,JAK inhibitor,False,False,False
41963,4,M18,P015093,1344,BJ1898868,CBK293875,trt,JAK inhibitor,JAK inhibitor,False,False,False
41369,2,J07,P015093,1344,BJ1897143,CBK303927,trt,protein arginine N-methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
41375,8,J07,P015093,1344,BJ1897143,CBK303927,trt,protein arginine N-methyltransferase inhibitor,methyltransferase inhibitor,False,False,False
41893,6,M09,P015093,1344,BJ1898240,CBK288307,trt,mTOR inhibitor,mTOR inhibitor,False,False,False
16874,3,D11,P015083,1336,BJ1897857,CBK011570,trt,bacterial cell wall synthesis inhibitor,DILI,False,False,False
16877,6,D11,P015083,1336,BJ1897857,CBK011570,trt,bacterial cell wall synthesis inhibitor,DILI,False,False,False
16873,2,D11,P015083,1336,BJ1897857,CBK011570,trt,bacterial cell wall synthesis inhibitor,DILI,False,False,False
18570,3,N13,P015083,1336,BJ1897386,CBK201028,trt,cyclooxygenase inhibitor,DILI,False,False,False
18571,4,N13,P015083,1336,BJ1897386,CBK201028,trt,cyclooxygenase inhibitor,DILI,False,False,False
41769,2,L15,P015093,1344,BJ1898240,CBK288307,trt,mTOR inhibitor,mTOR inhibitor,False,False,False
41774,7,L15,P015093,1344,BJ1898240,CBK288307,trt,mTOR inhibitor,mTOR inhibitor,False,False,False
41768,1,L15,P015093,1344,BJ1898240,CBK288307,trt,mTOR inhibitor,mTOR inhibitor,False,False,False
41967,8,M18,P015093,1344,BJ1898868,CBK293875,trt,JAK inhibitor,JAK inhibitor,False,False,False
41922,3,M13,P015093,1344,BJ1897616,CBK293908,trt,JAK inhibitor,JAK inhibitor,False,False,False
41925,6,M13,P015093,1344,BJ1897616,CBK293908,trt,JAK inhibitor,JAK inhibitor,False,False,False
4203,4,M02,P015077,1333,BJ1897390,CBK308938,trt,immunosuppressant,pregnane x receptor agonist,False,False,False
3564,5,I06,P015077,1333,BJ1894606,CBK042009,trt,aldehyde dehydrogenase inhibitor|DNA methyltransferase inhibitor|TRPV agonist,heat shock response signalling agonist,False,False,False
3431,8,H10,P015077,1333,BJ1898802,CBK200573,trt,,pregnane x receptor agonist,False,False,False
4448,1,N12,P015077,1333,BJ1894606,CBK042009,trt,aldehyde dehydrogenase inhibitor|DNA methyltransferase inhibitor|TRPV agonist,heat shock response signalling agonist,False,False,False
3644,5,I16,P015077,1333,BJ1898509,CBK290709,trt,,pregnane x receptor agonist,False,False,False
2974,7,E16,P015077,1333,BJ1894606,CBK042009,trt,aldehyde dehydrogenase inhibitor|DNA methyltransferase inhibitor|TRPV agonist,heat shock response signalling agonist,False,False,False
4349,6,M20,P015077,1333,BJ1898802,CBK200573,trt,,pregnane x receptor agonist,False,False,False
4344,1,M20,P015077,1333,BJ1898802,CBK200573,trt,,pregnane x receptor agonist,False,False,False
44208,1,M05,P015094,1329,BJ1897549,CBK309066,trt,DNA protein kinase inhibitor|mTOR inhibitor,mTOR inhibitor,False,False,False
42883,4,E07,P015094,1329,BJ1897401,CBK308949,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
42887,8,E07,P015094,1329,BJ1897401,CBK308949,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
42882,3,E07,P015094,1329,BJ1897401,CBK308949,trt,NFkB pathway inhibitor,NFkB pathway inhibitor,False,False,False
44150,7,L18,P015094,1329,BJ1897549,CBK309066,trt,DNA protein kinase inhibitor|mTOR inhibitor,mTOR inhibitor,False,False,False
675,4,F02,P015076,1320,BJ1898802,CBK200573,trt,,pregnane x receptor agonist,False,False,False
1392,1,J08,P015076,1320,BJ1898802,CBK200573,trt,,pregnane x receptor agonist,False,False,False
1749,6,L10,P015076,1320,BJ1898509,CBK290709,trt,,pregnane x receptor agonist,False,False,False
1748,5,L10,P015076,1320,BJ1898509,CBK290709,trt,,pregnane x receptor agonist,False,False,False
2087,8,N10,P015076,1320,BJ1897390,CBK308938,trt,immunosuppressant,pregnane x receptor agonist,False,False,False
2085,6,N10,P015076,1320,BJ1897390,CBK308938,trt,immunosuppressant,pregnane x receptor agonist,False,False,False
423,8,D12,P015076,1320,BJ1894606,CBK042009,trt,aldehyde dehydrogenase inhibitor|DNA methyltransferase inhibitor|TRPV agonist,heat shock response signalling agonist,False,False,False
417,2,D12,P015076,1320,BJ1894606,CBK042009,trt,aldehyde dehydrogenase inhibitor|DNA methyltransferase inhibitor|TRPV agonist,heat shock response signalling agonist,False,False,False
2318,7,O18,P015076,1320,BJ1894606,CBK042009,trt,aldehyde dehydrogenase inhibitor|DNA methyltransferase inhibitor|TRPV agonist,heat shock response signalling agonist,False,False,False
